Date,HBI
2017-08-02,23.65
2017-08-01,23.040001
2017-07-31,22.92
2017-07-28,23.27
2017-07-27,23.120001000000002
2017-07-26,23.389999
2017-07-25,23.57
2017-07-24,23.24
2017-07-21,23.549999
2017-07-20,23.26
2017-07-19,23.15
2017-07-18,22.83
2017-07-17,22.92
2017-07-14,22.690001000000002
2017-07-13,23.049999
2017-07-12,22.860001
2017-07-11,22.690001000000002
2017-07-10,22.91
2017-07-07,22.93
2017-07-06,22.530001000000002
2017-07-05,23.18
2017-07-03,23.26
